,pos1,neg1,pos2,neg2,prompt,denoise,noise,x_shift,y_shift,zoom,rotation,seed_start,seed_end,seed_str,pos_prompt,neg_prompt
0,,,,,1.0,0.4,0.1,0.0,0.0,1.0,0.0,1061764696.0,,0,"We can’t comprehend. Rooted and aflame., :1.0 AND We can’t comprehend. Rooted and aflame., :0.0",", :1.0 AND , :0.0"
1,,,,,0.9933333333333333,0.4,0.1,0.0,0.0,1.0,0.0,1061764697.0,,0,"We can’t comprehend. Rooted and aflame., :0.9933333333333333 AND We can’t comprehend. Rooted and aflame., :0.00666666666666671",", :0.9933333333333333 AND , :0.00666666666666671"
2,,,,,0.9866666666666667,0.4,0.1,0.0,0.0,1.0,0.0,1061764698.0,,0,"We can’t comprehend. Rooted and aflame., :0.9866666666666667 AND We can’t comprehend. Rooted and aflame., :0.013333333333333308",", :0.9866666666666667 AND , :0.013333333333333308"
3,,,,,0.98,0.4,0.1,0.0,0.0,1.0,0.0,1061764699.0,,0,"We can’t comprehend. Rooted and aflame., :0.98 AND We can’t comprehend. Rooted and aflame., :0.020000000000000018",", :0.98 AND , :0.020000000000000018"
4,,,,,0.9733333333333334,0.4,0.1,0.0,0.0,1.0,0.0,1061764700.0,,0,"We can’t comprehend. Rooted and aflame., :0.9733333333333334 AND We can’t comprehend. Rooted and aflame., :0.026666666666666616",", :0.9733333333333334 AND , :0.026666666666666616"
5,,,,,0.9666666666666667,0.4,0.1,0.0,0.0,1.0,0.0,1061764701.0,,0,"We can’t comprehend. Rooted and aflame., :0.9666666666666667 AND We can’t comprehend. Rooted and aflame., :0.033333333333333326",", :0.9666666666666667 AND , :0.033333333333333326"
6,,,,,0.96,0.4,0.1,0.0,0.0,1.0,0.0,1061764702.0,,0,"We can’t comprehend. Rooted and aflame., :0.96 AND We can’t comprehend. Rooted and aflame., :0.040000000000000036",", :0.96 AND , :0.040000000000000036"
7,,,,,0.9533333333333334,0.4,0.1,0.0,0.0,1.0,0.0,1061764703.0,,0,"We can’t comprehend. Rooted and aflame., :0.9533333333333334 AND We can’t comprehend. Rooted and aflame., :0.046666666666666634",", :0.9533333333333334 AND , :0.046666666666666634"
8,,,,,0.9466666666666667,0.4,0.1,0.0,0.0,1.0,0.0,1061764704.0,,0,"We can’t comprehend. Rooted and aflame., :0.9466666666666667 AND We can’t comprehend. Rooted and aflame., :0.053333333333333344",", :0.9466666666666667 AND , :0.053333333333333344"
9,,,,,0.94,0.4,0.1,0.0,0.0,1.0,0.0,1061764705.0,,0,"We can’t comprehend. Rooted and aflame., :0.94 AND We can’t comprehend. Rooted and aflame., :0.06000000000000005",", :0.94 AND , :0.06000000000000005"
10,,,,,0.9333333333333333,0.4,0.1,0.0,0.0,1.0,0.0,1061764706.0,,0,"We can’t comprehend. Rooted and aflame., :0.9333333333333333 AND We can’t comprehend. Rooted and aflame., :0.06666666666666665",", :0.9333333333333333 AND , :0.06666666666666665"
11,,,,,0.9266666666666666,0.4,0.1,0.0,0.0,1.0,0.0,1061764707.0,,0,"We can’t comprehend. Rooted and aflame., :0.9266666666666666 AND We can’t comprehend. Rooted and aflame., :0.07333333333333336",", :0.9266666666666666 AND , :0.07333333333333336"
12,,,,,0.92,0.4,0.1,0.0,0.0,1.0,0.0,1061764708.0,,0,"We can’t comprehend. Rooted and aflame., :0.92 AND We can’t comprehend. Rooted and aflame., :0.07999999999999996",", :0.92 AND , :0.07999999999999996"
13,,,,,0.9133333333333333,0.4,0.1,0.0,0.0,1.0,0.0,1061764709.0,,0,"We can’t comprehend. Rooted and aflame., :0.9133333333333333 AND We can’t comprehend. Rooted and aflame., :0.08666666666666667",", :0.9133333333333333 AND , :0.08666666666666667"
14,,,,,0.9066666666666666,0.4,0.1,0.0,0.0,1.0,0.0,1061764710.0,,0,"We can’t comprehend. Rooted and aflame., :0.9066666666666666 AND We can’t comprehend. Rooted and aflame., :0.09333333333333338",", :0.9066666666666666 AND , :0.09333333333333338"
15,,,,,0.9,0.4,0.1,0.0,0.0,1.0,0.0,1061764711.0,,0,"We can’t comprehend. Rooted and aflame., :0.9 AND We can’t comprehend. Rooted and aflame., :0.09999999999999998",", :0.9 AND , :0.09999999999999998"
16,,,,,0.8933333333333333,0.4,0.1,0.0,0.0,1.0,0.0,1061764712.0,,0,"We can’t comprehend. Rooted and aflame., :0.8933333333333333 AND We can’t comprehend. Rooted and aflame., :0.10666666666666669",", :0.8933333333333333 AND , :0.10666666666666669"
17,,,,,0.8866666666666667,0.4,0.1,0.0,0.0,1.0,0.0,1061764713.0,,0,"We can’t comprehend. Rooted and aflame., :0.8866666666666667 AND We can’t comprehend. Rooted and aflame., :0.11333333333333329",", :0.8866666666666667 AND , :0.11333333333333329"
18,,,,,0.88,0.4,0.1,0.0,0.0,1.0,0.0,1061764714.0,,0,"We can’t comprehend. Rooted and aflame., :0.88 AND We can’t comprehend. Rooted and aflame., :0.12",", :0.88 AND , :0.12"
19,,,,,0.8733333333333333,0.4,0.1,0.0,0.0,1.0,0.0,1061764715.0,,0,"We can’t comprehend. Rooted and aflame., :0.8733333333333333 AND We can’t comprehend. Rooted and aflame., :0.1266666666666667",", :0.8733333333333333 AND , :0.1266666666666667"
