,pos1,neg1,pos2,neg2,prompt,denoise,noise,x_shift,y_shift,zoom,rotation,seed_start,seed_end,seed_str,pos_prompt,neg_prompt
0,,,,,1.0,0.4,0.1,0.0,0.0,1.0,0.0,3428545560.0,,0,"All they can do is wait., :1.0 AND All they can do is wait., :0.0",", :1.0 AND , :0.0"
1,,,,,0.9933333333333333,0.4,0.1,0.0,0.0,1.0,0.0,3428545561.0,,0,"All they can do is wait., :0.9933333333333333 AND All they can do is wait., :0.00666666666666671",", :0.9933333333333333 AND , :0.00666666666666671"
2,,,,,0.9866666666666667,0.4,0.1,0.0,0.0,1.0,0.0,3428545562.0,,0,"All they can do is wait., :0.9866666666666667 AND All they can do is wait., :0.013333333333333308",", :0.9866666666666667 AND , :0.013333333333333308"
3,,,,,0.98,0.4,0.1,0.0,0.0,1.0,0.0,3428545563.0,,0,"All they can do is wait., :0.98 AND All they can do is wait., :0.020000000000000018",", :0.98 AND , :0.020000000000000018"
4,,,,,0.9733333333333334,0.4,0.1,0.0,0.0,1.0,0.0,3428545564.0,,0,"All they can do is wait., :0.9733333333333334 AND All they can do is wait., :0.026666666666666616",", :0.9733333333333334 AND , :0.026666666666666616"
5,,,,,0.9666666666666667,0.4,0.1,0.0,0.0,1.0,0.0,3428545565.0,,0,"All they can do is wait., :0.9666666666666667 AND All they can do is wait., :0.033333333333333326",", :0.9666666666666667 AND , :0.033333333333333326"
6,,,,,0.96,0.4,0.1,0.0,0.0,1.0,0.0,3428545566.0,,0,"All they can do is wait., :0.96 AND All they can do is wait., :0.040000000000000036",", :0.96 AND , :0.040000000000000036"
7,,,,,0.9533333333333334,0.4,0.1,0.0,0.0,1.0,0.0,3428545567.0,,0,"All they can do is wait., :0.9533333333333334 AND All they can do is wait., :0.046666666666666634",", :0.9533333333333334 AND , :0.046666666666666634"
8,,,,,0.9466666666666667,0.4,0.1,0.0,0.0,1.0,0.0,3428545568.0,,0,"All they can do is wait., :0.9466666666666667 AND All they can do is wait., :0.053333333333333344",", :0.9466666666666667 AND , :0.053333333333333344"
9,,,,,0.94,0.4,0.1,0.0,0.0,1.0,0.0,3428545569.0,,0,"All they can do is wait., :0.94 AND All they can do is wait., :0.06000000000000005",", :0.94 AND , :0.06000000000000005"
10,,,,,0.9333333333333333,0.4,0.1,0.0,0.0,1.0,0.0,3428545570.0,,0,"All they can do is wait., :0.9333333333333333 AND All they can do is wait., :0.06666666666666665",", :0.9333333333333333 AND , :0.06666666666666665"
11,,,,,0.9266666666666666,0.4,0.1,0.0,0.0,1.0,0.0,3428545571.0,,0,"All they can do is wait., :0.9266666666666666 AND All they can do is wait., :0.07333333333333336",", :0.9266666666666666 AND , :0.07333333333333336"
12,,,,,0.92,0.4,0.1,0.0,0.0,1.0,0.0,3428545572.0,,0,"All they can do is wait., :0.92 AND All they can do is wait., :0.07999999999999996",", :0.92 AND , :0.07999999999999996"
13,,,,,0.9133333333333333,0.4,0.1,0.0,0.0,1.0,0.0,3428545573.0,,0,"All they can do is wait., :0.9133333333333333 AND All they can do is wait., :0.08666666666666667",", :0.9133333333333333 AND , :0.08666666666666667"
14,,,,,0.9066666666666666,0.4,0.1,0.0,0.0,1.0,0.0,3428545574.0,,0,"All they can do is wait., :0.9066666666666666 AND All they can do is wait., :0.09333333333333338",", :0.9066666666666666 AND , :0.09333333333333338"
