,pos1,neg1,pos2,neg2,prompt,denoise,noise,x_shift,y_shift,zoom,rotation,seed_start,seed_end,seed_str,pos_prompt,neg_prompt
0,,,,,1.0,0.4,0.1,0.0,0.0,1.0,0.0,568902532.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :1.0 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.0",", :1.0 AND , :0.0"
1,,,,,0.9933333333333333,0.4,0.1,0.0,0.0,1.0,0.0,568902533.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.9933333333333333 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.00666666666666671",", :0.9933333333333333 AND , :0.00666666666666671"
2,,,,,0.9866666666666667,0.4,0.1,0.0,0.0,1.0,0.0,568902534.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.9866666666666667 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.013333333333333308",", :0.9866666666666667 AND , :0.013333333333333308"
3,,,,,0.98,0.4,0.1,0.0,0.0,1.0,0.0,568902535.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.98 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.020000000000000018",", :0.98 AND , :0.020000000000000018"
4,,,,,0.9733333333333334,0.4,0.1,0.0,0.0,1.0,0.0,568902536.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.9733333333333334 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.026666666666666616",", :0.9733333333333334 AND , :0.026666666666666616"
5,,,,,0.9666666666666667,0.4,0.1,0.0,0.0,1.0,0.0,568902537.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.9666666666666667 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.033333333333333326",", :0.9666666666666667 AND , :0.033333333333333326"
6,,,,,0.96,0.4,0.1,0.0,0.0,1.0,0.0,568902538.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.96 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.040000000000000036",", :0.96 AND , :0.040000000000000036"
7,,,,,0.9533333333333334,0.4,0.1,0.0,0.0,1.0,0.0,568902539.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.9533333333333334 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.046666666666666634",", :0.9533333333333334 AND , :0.046666666666666634"
8,,,,,0.9466666666666667,0.4,0.1,0.0,0.0,1.0,0.0,568902540.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.9466666666666667 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.053333333333333344",", :0.9466666666666667 AND , :0.053333333333333344"
9,,,,,0.94,0.4,0.1,0.0,0.0,1.0,0.0,568902541.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.94 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.06000000000000005",", :0.94 AND , :0.06000000000000005"
10,,,,,0.9333333333333333,0.4,0.1,0.0,0.0,1.0,0.0,568902542.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.9333333333333333 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.06666666666666665",", :0.9333333333333333 AND , :0.06666666666666665"
11,,,,,0.9266666666666666,0.4,0.1,0.0,0.0,1.0,0.0,568902543.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.9266666666666666 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.07333333333333336",", :0.9266666666666666 AND , :0.07333333333333336"
12,,,,,0.92,0.4,0.1,0.0,0.0,1.0,0.0,568902544.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.92 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.07999999999999996",", :0.92 AND , :0.07999999999999996"
13,,,,,0.9133333333333333,0.4,0.1,0.0,0.0,1.0,0.0,568902545.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.9133333333333333 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.08666666666666667",", :0.9133333333333333 AND , :0.08666666666666667"
14,,,,,0.9066666666666666,0.4,0.1,0.0,0.0,1.0,0.0,568902546.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.9066666666666666 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.09333333333333338",", :0.9066666666666666 AND , :0.09333333333333338"
15,,,,,0.9,0.4,0.1,0.0,0.0,1.0,0.0,568902547.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.9 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.09999999999999998",", :0.9 AND , :0.09999999999999998"
16,,,,,0.8933333333333333,0.4,0.1,0.0,0.0,1.0,0.0,568902548.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.8933333333333333 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.10666666666666669",", :0.8933333333333333 AND , :0.10666666666666669"
17,,,,,0.8866666666666667,0.4,0.1,0.0,0.0,1.0,0.0,568902549.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.8866666666666667 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.11333333333333329",", :0.8866666666666667 AND , :0.11333333333333329"
18,,,,,0.88,0.4,0.1,0.0,0.0,1.0,0.0,568902550.0,,0,"Mazelike rows of people awaiting a show they’ll never see as players dance, :0.88 AND Mazelike rows of people awaiting a show they’ll never see as players dance, :0.12",", :0.88 AND , :0.12"
